timestamp,test-class,test-method,time,description,result
"2022-05-17 19:19:11.121","acme.testing.inventor.item.InventorItemCreateTest","positiveTest",9381,""[1] recordIndex=0, type=TOOL, code=SNW-163, description=Escalera de madera extensible indicada para mantenimiento industrial y telecomunicaciones fabricada en pino y peldaño de haya., link=https://www.leroymerlin.es/fp/83611937/escalera-madera-extensible-villar, name=Escalera madera extensible VILLAR, retailPrice=EUR 309.00, technology=pintura, published=false"","Expected value 'Escalera madera extensible VILLAR' in attribute 0 of record 0, but found 'Sierra Electrica'"
"2022-05-17 19:19:19.667","acme.testing.inventor.item.InventorItemCreateTest","positiveTest",8267,""[2] recordIndex=1, type=TOOL, code=DKA-922, description=Sierra circular con cable DEWALT de 1350 w y 5.332 kg de peso, link=https://www.leroymerlin.es/fp/80145657/sierra-circular-con-cable-dewalt-de-1350-w-y-5-332-kg-de-peso, name=Sierra Electrica, retailPrice=EUR 163.00, technology=Electrico, published=false"","Expected value 'TOOL' in input box 'itemType', but 'Tool' was found"
