timestamp,test-class,test-method,time,description,result
"2022-05-15 17:06:00.986","acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest","positiveTest",39,""[1] recordIndex=0, dutyRecordIndex=example announcement, title=this is an example of announcement, body=false, link=null"","Error converting parameter at index 1: Failed to convert String "example announcement" to type java.lang.Integer"
"2022-05-15 17:06:01.65","acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest","positiveTest",2,""[2] recordIndex=1, dutyRecordIndex=second example announcement, title=this is an example of announcement for test purposes, body=false, link=https://example.com"","Error converting parameter at index 1: Failed to convert String "second example announcement" to type java.lang.Integer"
"2022-05-15 17:06:02.152","acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest","positiveTest",1,""[3] recordIndex=2, dutyRecordIndex=third example announcement, title=this is an example of announcement for test purposes again, body=true, link=https://example2.com"","Error converting parameter at index 1: Failed to convert String "third example announcement" to type java.lang.Integer"
"2022-05-15 17:06:02.847","acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest","positiveTest",2,""[4] recordIndex=3, dutyRecordIndex=i slept on the keyboardddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, title=i slept on the keyboarddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, body=true, link=https://maxLength.com"","Error converting parameter at index 1: Failed to convert String "i slept on the keyboardddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd" to type java.lang.Integer"
"2022-05-15 17:06:03.264","acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest","positiveTest",0,""[5] recordIndex=4, dutyRecordIndex=A, title=A, body=false, link=https://minLength.com"","Error converting parameter at index 1: Failed to convert String "A" to type java.lang.Integer"
"2022-05-15 17:06:03.719","acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest","positiveTest",1,""[6] recordIndex=5, dutyRecordIndex=A, title=i slept on the keyboarddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd again, body=true, link=https://minTitleMaxBody.com"","Error converting parameter at index 1: Failed to convert String "A" to type java.lang.Integer"
"2022-05-15 17:06:04.175","acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest","positiveTest",2,""[7] recordIndex=6, dutyRecordIndex=i slept on the keyboardddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd again, title=A, body=true, link=https://maxTitleMinBody.com"","Error converting parameter at index 1: Failed to convert String "i slept on the keyboardddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd again" to type java.lang.Integer"
