timestamp,test-class,test-method,time,description,result
"2022-05-22 10:37:19.86","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",7715,""[1] recordIndex=0, type=Tool, code=AKE-172-C, description=description, link=null, name=null, retailPrice=50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:37:25.743","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5558,""[2] recordIndex=1, type=Tool, code=ZXZ-890-P, description=description, link=null, name=This name has 101 charactersThis name has 101 charactersThis name has 101 charactersThis name has 101, retailPrice=50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:37:31.605","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5567,""[3] recordIndex=2, type=Tool, code=null, description=description, link=null, name=name, retailPrice=50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:37:37.428","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5538,""[4] recordIndex=3, type=Tool, code=JA2-s12, description=description, link=null, name=name, retailPrice=50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:37:43.258","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5549,""[5] recordIndex=4, type=Tool, code=JAY-715, description=description, link=null, name=name, retailPrice=50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:37:49.044","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5519,""[6] recordIndex=5, type=Tool, code=YST-111, description=description, link=null, name=name, retailPrice=50 EUR, technology=null"","Cannot find option with requested value in select"
"2022-05-22 10:37:54.859","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5521,""[7] recordIndex=6, type=Tool, code=LOJ-088, description=description, link=null, name=name, retailPrice=50 EUR, technology=This technology has 101 characters.This technology has 101 characters.This technology has 101 charact"","Cannot find option with requested value in select"
"2022-05-22 10:38:00.731","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5540,""[8] recordIndex=7, type=Tool, code=ZAA-199-M, description=null, link=null, name=name, retailPrice=50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:38:06.694","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5554,""[9] recordIndex=8, type=Tool, code=YGO-341-Q, description=This description has 256 characters.This description has 256 characters.This description has 256 characters.This description has 256 characters.This description has 256 characters.This description has 256 characters.This description has 256 characters.This, link=null, name=name, retailPrice=50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:38:12.526","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5533,""[10] recordIndex=9, type=Tool, code=IIX-555-L, description=description, link=null, name=name, retailPrice=null, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:38:18.4","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5576,""[11] recordIndex=10, type=Tool, code=361-UTU, description=description, link=null, name=name, retailPrice=-50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:38:24.22","acme.testing.inventor.item.InventorItemCreateTest","negativeTest",5521,""[12] recordIndex=11, type=Tool, code=177-WBN, description=description, link=a, name=name, retailPrice=50 EUR, technology=tech"","Cannot find option with requested value in select"
"2022-05-22 10:38:36.694","acme.testing.inventor.item.InventorItemCreateTest","positiveTest",12206,""[1] recordIndex=0, type=Tool, code=ALE-172-C, description=El aspirador TC-VC 1812 S es un aspirador flexible, potente y versátil para una fácil limpieza en húmedo o en seco., link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=Aspirador industrial EINHELL, retailPrice=EUR 48.99, technology=eléctrico, published=false"","OK"
