timestamp,simple-path,time
"2022-04-21 19:50:26.34","/master/welcome",5923
"2022-04-21 19:50:29.481","/any/chirp/list",2716
"2022-04-21 19:50:32.452","/master/welcome",377
"2022-04-21 19:50:33.271","/any/chirp/list",604
"2022-04-21 19:50:36.267","/master/welcome",416
"2022-04-21 19:50:37.049","/any/chirp/list",566
