timestamp,test-class,test-method,time,description,result
"2022-05-23 16:57:41.434","acme.testing.inventor.item.InventorItemUpdateTest","positiveTest",12211,""[1] recordIndex=0, type=Tool, code=JAY-715, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=Electrico"","Expected value 'JAY-715' in input box 'code', but 'ASD-123' was found"
"2022-05-23 16:57:46.986","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5203,""[1] recordIndex=0, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=null, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 16:57:52.582","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5264,""[2] recordIndex=1, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=This name has 101 charactersThis name has 101 charactersThis name has 101 charactersThis name has 101, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 16:57:58.135","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5185,""[3] recordIndex=2, type=Tool, code=null, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 16:58:04.304","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5779,""[4] recordIndex=3, type=Tool, code=JAY-7GA15, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 16:58:10.448","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5792,""[5] recordIndex=4, type=Tool, code=JAY-715, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 16:58:16.618","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5792,""[6] recordIndex=5, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=This technology has 101 characters.This technology has 101 characters.This technology has 101 charact"","OK"
"2022-05-23 16:58:22.353","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5318,""[7] recordIndex=6, type=Tool, code=ASD-123, description=null, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 16:58:28.482","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5791,""[8] recordIndex=7, type=Tool, code=ASD-123, description=This description has 256 characters.This description has 256 characters.This description has 256 characters.This description has 256 characters.This description has 256 characters.This description has 256 characters.This description has 256 characters.This, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 16:58:34.223","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5400,""[9] recordIndex=8, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=null, technology=technology"","OK"
"2022-05-23 16:58:40.35","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5775,""[10] recordIndex=9, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR -163.00, technology=technology"","OK"
"2022-05-23 16:58:45.923","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5221,""[11] recordIndex=10, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=WWW 163.00, technology=technology"","OK"
"2022-05-23 16:58:51.473","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",5191,""[12] recordIndex=11, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=invalid url, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
