timestamp,test-class,test-method,time,description,result
"2022-05-15 18:04:53.417","acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest","positiveTest",18,""[1] recordIndex=0, title=new announcement, body=this is an example of announcement for test purposes, link=https://example.com, critical=false"","No ParameterResolver registered for parameter [final java.lang.String confirmation] in method [public void acme.testing.administrator.announcement.AdministratorAnnouncementCreateTest.positiveTest(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)]."
