timestamp,test-class,test-method,time,description,result
"2022-05-23 20:07:43.37","acme.testing.inventor.item.InventorItemUpdateTest","positiveTest",11984,""[1] recordIndex=0, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 13.00, technology=Electrico"","Expected value 'SIERRA ELECTRICA' in input box 'name', but 'Martillo' was found"
"2022-05-23 20:07:53.928","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",10162,""[1] recordIndex=0, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=null, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 20:08:05.477","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",10987,""[2] recordIndex=1, type=Tool, code=ASD-123, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=This name has 101 charactersThis name has 101 charactersThis name has 101 charactersThis name has 101, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 20:08:17.045","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",11001,""[3] recordIndex=2, type=Tool, code=null, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 20:08:28.693","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",11066,""[4] recordIndex=3, type=Tool, code=JAY-7GA15, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
"2022-05-23 20:08:40.116","acme.testing.inventor.item.InventorItemUpdateTest","negativeTest",10821,""[5] recordIndex=4, type=Tool, code=JAY-715, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","OK"
