timestamp,test-class,test-method,time,description,result
"2022-05-17 19:40:08.616","acme.testing.inventor.item.InventorItemCreateTest","positiveTest",10543,""[1] recordIndex=3, type=TOOL, code=SNW-163, description=Escalera de madera extensible indicada para mantenimiento industrial y telecomunicaciones fabricada en pino y peldaño de haya., link=https://www.leroymerlin.es/fp/83611937/escalera-madera-extensible-villar, name=Escalera madera extensible VILLAR, retailPrice=EUR 309.00, technology=pintura, published=false"","Expected value 'Escalera madera extensible VILLAR' in attribute 0 of record 3, but found 'Sierra Electrica'"
