timestamp,test-class,test-method,time,description,result
"2022-05-23 16:27:16.599","acme.testing.patron.patronage.PatronPatronageListTest","positiveTest",5534,""[1] recordIndex=0, status=PROPOSED, code=PSP-234-P, legalStuff=No tiene términos legales, budget=EUR 32,563.00, creationDate=2022/01/15 10:00, startDate=2022/02/01 09:00, deadline=2022/09/01 20:00, info=https://www.us.es/, inventorProfile=inventor1"","Expected value 'PSP-234-P' in attribute 1 of record 0, but found 'XDP-121-E'"
