timestamp,test-class,test-method,time,description,result
"2022-05-23 16:08:02.332","acme.testing.patron.patronage.PatronPatronageListTest","positiveTest",9296,""[1] recordIndex=0, status=PROPOSED, code=XDP-121-E, legalStuff=No tiene términos legales, budget=EUR 47,765.00, creationDate=2022/03/15 10:00, startDate=2022/04/01 10:30, deadline=2022/11/01 20:30, info=https://www.google.es/, inventor=inventor-01, patron=patron-02, published=false"","Expected value 'inventor-01' in input box 'inventor', but 'inventor1' was found"
