timestamp,test-class,test-method,time,description,result
"2022-05-23 19:35:59.622","acme.testing.any.item.AnyToolListTest","positiveTest",5484,""[1] recordIndex=0, itemType=TOOL, code=PAI-432, description=Escalera de madera extensible indicada para mantenimiento industrial y telecomunicaciones fabricada en pino y peldaño de haya., link=https://www.leroymerlin.es/fp/83611937/escalera-madera-extensible-villar, name=Escalera madera extensible VILLAR, retailPrice=EUR 309.00, systemRetailPrice=EUR 309.00, technology=Pintura, published=true, inventor=inventor1"","OK"
