timestamp,simple-path,time
"2022-04-20 19:23:45.89","/master/welcome",11191
"2022-04-20 19:23:48.515","/any/tool/list",1663
"2022-04-20 19:23:51.429","/master/welcome",763
"2022-04-20 19:23:52.813","/any/tool/list",600
"2022-04-20 19:23:55.746","/master/welcome",853
"2022-04-20 19:23:57.073","/any/tool/list",1100
