timestamp,test-class,test-method,time,description,result
"2022-05-22 14:39:20.828","acme.testing.inventor.item.InventorItemPublishTest","positiveTest",10521,""positiveTest()"","OK"
"2022-05-22 14:39:26.561","acme.testing.inventor.item.InventorItemPublishTest","negativeTest",5155,""[1] recordIndex=0, type=Tool, code=JAY-715, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=null, retailPrice=EUR 163.00, technology=technology"","Element is disabled: <input id="code" class="form-control" name="code" type="text">
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'PC-JOSERRA', ip: '172.26.64.1', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 100.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20220519220738, moz:geckodriverVersion: 0.30.0, moz:headless: false, moz:processID: 15984, moz:profile: C:\Users\JOSERR~1\AppData\L..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 236eec00-536f-4ab3-a3c7-dfa3e2bf3256"
"2022-05-22 14:39:32.232","acme.testing.inventor.item.InventorItemPublishTest","negativeTest",5130,""[2] recordIndex=1, type=Tool, code=JAY-715, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=This name has 101 charactersThis name has 101 charactersThis name has 101 charactersThis name has 101, retailPrice=EUR 163.00, technology=technology"","Element is disabled: <input id="code" class="form-control" name="code" type="text">
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'PC-JOSERRA', ip: '172.26.64.1', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 100.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20220519220738, moz:geckodriverVersion: 0.30.0, moz:headless: false, moz:processID: 15984, moz:profile: C:\Users\JOSERR~1\AppData\L..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 236eec00-536f-4ab3-a3c7-dfa3e2bf3256"
"2022-05-22 14:39:37.896","acme.testing.inventor.item.InventorItemPublishTest","negativeTest",5101,""[3] recordIndex=2, type=Tool, code=null, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","Element is disabled: <input id="code" class="form-control" name="code" type="text">
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'PC-JOSERRA', ip: '172.26.64.1', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 100.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20220519220738, moz:geckodriverVersion: 0.30.0, moz:headless: false, moz:processID: 15984, moz:profile: C:\Users\JOSERR~1\AppData\L..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 236eec00-536f-4ab3-a3c7-dfa3e2bf3256"
"2022-05-22 14:39:43.028","acme.testing.inventor.item.InventorItemPublishTest","negativeTest",4605,""[4] recordIndex=3, type=Tool, code=JAY-7GA15, description=Sierra circular sin cable DEWALT de 1500 w y 4.5kg kg de peso, link=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, name=SIERRA ELECTRICA, retailPrice=EUR 163.00, technology=technology"","Element is disabled: <input id="code" class="form-control" name="code" type="text">
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
