timestamp,test-class,test-method,time,description,result
"2022-05-17 19:50:51.227","acme.testing.inventor.item.InventorItemCreateTest","positiveTest",10023,""[1] recordIndex=0, type=TOOL, code=ALE-172-C, description='El aspirador TC-VC 1812 S es un aspirador flexible, link=potente y versátil para una fácil limpieza en húmedo o en seco.', name=https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell, retailPrice=Aspirador industrial EINHELL, technology=EUR 48.99, published=eléctrico"","Expected value 'https://www.leroymerlin.es/fp/17873030/aspirador-industrial-seco-humedo-1250w-12l-tc-vc-1812-s-einhell' in attribute 0 of record 0, but found 'Escalera madera extensible VILLAR'"
